ASV	ECN2_D21_13C_10	ECN2_D21_13C_11	ECN2_D21_13C_2	ECN2_D21_13C_3	ECN2_D21_13C_4	ECN2_D21_13C_5	ECN2_D21_13C_6	ECN2_D21_13C_7	ECN2_D21_13C_8	ECN2_D21_13C_9	EP_CON_D14_10	EP_CON_D14_11	EP_CON_D14_2	EP_CON_D14_3	EP_CON_D14_4	EP_CON_D14_5	EP_CON_D14_6	EP_CON_D14_7	EP_CON_D14_8	EP_CON_D14_9	EP_CON_D3_10	EP_CON_D3_11	EP_CON_D3_2	EP_CON_D3_3	EP_CON_D3_4	EP_CON_D3_5	EP_CON_D3_6	EP_CON_D3_7	EP_CON_D3_8	EP_CON_D3_9	EP_CON_D7_10	EP_CON_D7_11	EP_CON_D7_2	EP_CON_D7_3	EP_CON_D7_4	EP_CON_D7_5	EP_CON_D7_6	EP_CON_D7_7	EP_CON_D7_8	EP_CON_D7_9	EP_D14_A_10	EP_D14_A_11	EP_D14_A_2	EP_D14_A_3	EP_D14_A_4	EP_D14_A_5	EP_D14_A_6	EP_D14_A_7	EP_D14_A_8	EP_D14_A_9	EP_D14_B_10	EP_D14_B_11	EP_D14_B_2	EP_D14_B_3	EP_D14_B_4	EP_D14_B_5	EP_D14_B_6	EP_D14_B_7	EP_D14_B_8	EP_D14_B_9	EP_D14_C_1	EP_D14_C_10	EP_D14_C_2	EP_D14_C_3	EP_D14_C_4	EP_D14_C_5	EP_D14_C_6	EP_D14_C_7	EP_D14_C_8	EP_D14_C_9	EP_D21_13C_A_10	EP_D21_13C_A_11	EP_D21_13C_A_2	EP_D21_13C_A_3	EP_D21_13C_A_4	EP_D21_13C_A_5	EP_D21_13C_A_6	EP_D21_13C_A_7	EP_D21_13C_A_8	EP_D21_13C_A_9	EP_D21_13C_B_10	EP_D21_13C_B_11	EP_D21_13C_B_2	EP_D21_13C_B_3	EP_D21_13C_B_4	EP_D21_13C_B_5	EP_D21_13C_B_6	EP_D21_13C_B_7	EP_D21_13C_B_9	EP_D21_13C_C_10	EP_D21_13C_C_11	EP_D21_13C_C_2	EP_D21_13C_C_3	EP_D21_13C_C_4	EP_D21_13C_C_5	EP_D21_13C_C_6	EP_D21_13C_C_7	EP_D21_13C_C_8	EP_D21_13C_C_9	EP_D3_A_10	EP_D3_A_11	EP_D3_A_2	EP_D3_A_3	EP_D3_A_4	EP_D3_A_5	EP_D3_A_6	EP_D3_A_7	EP_D3_A_8	EP_D3_A_9	EP_D3_B_10	EP_D3_B_11	EP_D3_B_2	EP_D3_B_3	EP_D3_B_4	EP_D3_B_5	EP_D3_B_6	EP_D3_B_7	EP_D3_B_8	EP_D3_B_9	EP_D3_C_10	EP_D3_C_11	EP_D3_C_2	EP_D3_C_3	EP_D3_C_4	EP_D3_C_5	EP_D3_C_6	EP_D3_C_7	EP_D3_C_8	EP_D3_C_9	EP_D7_A_10	EP_D7_A_11	EP_D7_A_2	EP_D7_A_3	EP_D7_A_4	EP_D7_A_5	EP_D7_A_6	EP_D7_A_7	EP_D7_A_8	EP_D7_A_9	EP_D7_B_10	EP_D7_B_11	EP_D7_B_2	EP_D7_B_3	EP_D7_B_4	EP_D7_B_5	EP_D7_B_6	EP_D7_B_7	EP_D7_B_8	EP_D7_B_9	EP_D7_C_10	EP_D7_C_11	EP_D7_C_2	EP_D7_C_3	EP_D7_C_4	EP_D7_C_5	EP_D7_C_6	EP_D7_C_7	EP_D7_C_8	EP_D7_C_9	GC_CON_D14_10	GC_CON_D14_11	GC_CON_D14_2	GC_CON_D14_3	GC_CON_D14_4	GC_CON_D14_5	GC_CON_D14_6	GC_CON_D14_7	GC_CON_D14_8	GC_CON_D14_9	GC_CON_D3_10	GC_CON_D3_11	GC_CON_D3_2	GC_CON_D3_3	GC_CON_D3_4	GC_CON_D3_5	GC_CON_D3_6	GC_CON_D3_7	GC_CON_D3_8	GC_CON_D3_9	GC_CON_D7_1	GC_CON_D7_10	GC_CON_D7_2	GC_CON_D7_3	GC_CON_D7_4	GC_CON_D7_5	GC_CON_D7_6	GC_CON_D7_7	GC_CON_D7_8	GC_CON_D7_9	GC_D14_A_10	GC_D14_A_11	GC_D14_A_2	GC_D14_A_3	GC_D14_A_4	GC_D14_A_5	GC_D14_A_6	GC_D14_A_7	GC_D14_A_8	GC_D14_A_9	GC_D14_B_10	GC_D14_B_11	GC_D14_B_2	GC_D14_B_3	GC_D14_B_4	GC_D14_B_5	GC_D14_B_6	GC_D14_B_7	GC_D14_B_8	GC_D14_B_9	GC_D14_C_10	GC_D14_C_11	GC_D14_C_2	GC_D14_C_3	GC_D14_C_4	GC_D14_C_5	GC_D14_C_6	GC_D14_C_7	GC_D14_C_8	GC_D14_C_9	GC_D21_13C_A_10	GC_D21_13C_A_11	GC_D21_13C_A_2	GC_D21_13C_A_3	GC_D21_13C_A_4	GC_D21_13C_A_5	GC_D21_13C_A_6	GC_D21_13C_A_7	GC_D21_13C_A_8	GC_D21_13C_A_9	GC_D21_13C_B_10	GC_D21_13C_B_11	GC_D21_13C_B_2	GC_D21_13C_B_3	GC_D21_13C_B_4	GC_D21_13C_B_5	GC_D21_13C_B_6	GC_D21_13C_B_7	GC_D21_13C_B_8	GC_D21_13C_B_9	GC_D21_13C_C_10	GC_D21_13C_C_11	GC_D21_13C_C_2	GC_D21_13C_C_3	GC_D21_13C_C_4	GC_D21_13C_C_5	GC_D21_13C_C_6	GC_D21_13C_C_7	GC_D21_13C_C_8	GC_D21_13C_C_9	GC_D3_A_10	GC_D3_A_11	GC_D3_A_2	GC_D3_A_3	GC_D3_A_4	GC_D3_A_5	GC_D3_A_6	GC_D3_A_7	GC_D3_A_8	GC_D3_A_9	GC_D3_B_10	GC_D3_B_11	GC_D3_B_2	GC_D3_B_3	GC_D3_B_4	GC_D3_B_5	GC_D3_B_6	GC_D3_B_7	GC_D3_B_8	GC_D3_B_9	GC_D3_C_10	GC_D3_C_11	GC_D3_C_2	GC_D3_C_3	GC_D3_C_4	GC_D3_C_5	GC_D3_C_6	GC_D3_C_7	GC_D3_C_8	GC_D3_C_9	GC_D7_A_10	GC_D7_A_11	GC_D7_A_2	GC_D7_A_3	GC_D7_A_4	GC_D7_A_5	GC_D7_A_6	GC_D7_A_7	GC_D7_A_8	GC_D7_A_9	GC_D7_B_10	GC_D7_B_11	GC_D7_B_2	GC_D7_B_3	GC_D7_B_4	GC_D7_B_5	GC_D7_B_6	GC_D7_B_7	GC_D7_B_8	GC_D7_B_9	GC_D7_C_10	GC_D7_C_11	GC_D7_C_2	GC_D7_C_3	GC_D7_C_4	GC_D7_C_5	GC_D7_C_6	GC_D7_C_7	GC_D7_C_8	GC_D7_C_9	GCN_D21_13C_10	GCN_D21_13C_11	GCN_D21_13C_2	GCN_D21_13C_3	GCN_D21_13C_4	GCN_D21_13C_5	GCN_D21_13C_6	GCN_D21_13C_7	GCN_D21_13C_8	GCN_D21_13C_9
Seq_489	26	18	13	9	28	24	23	15	28	13	36	35	26	27	44	101	113	133	87	79	31	24	6	21	26	28	17	46	42	44	106	87	64	19	61	158	214	231	163	190	31	26	6	10	29	29	39	41	22	37	27	35	6	42	121	153	131	40	24	29	1	23	3	12	36	73	39	35	16	24	41	34	10	12	35	31	27	40	42	26	0	3	0	0	0	5	1	5	0	0	0	32	0	0	0	0	0	0	18	22	23	6	11	11	24	51	50	30	33	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	15	0	3	19	38	49	41	30	17	0	7	0	0	0	7	8	6	0	5	41	67	7	3	123	99	109	141	63	85	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	67	0	87	74	36	25	20	19	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_490	45	41	17	32	52	45	50	23	32	28	4	0	1	0	1	0	0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	2	4	6	0	0	0	4	9	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	52	360	198	876	1147	741	370	169	183	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	19	23	10	27	21	30	21	34	40	3	1	3	1	0	3	0	1	0	1	0	2	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	12	52	87	30	23	56	17	11	18	5	6	1	6	19	15	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	14	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	3	0	3	0	8	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0
Seq_491	6	6	0	4	7	2	5	9	6	5	55	42	30	62	61	113	107	144	149	123	88	99	59	53	64	75	61	124	135	155	136	90	71	29	60	124	185	195	149	143	10	11	1	2	5	11	20	27	18	18	0	7	3	12	20	29	23	14	14	9	0	21	1	1	13	39	45	58	62	30	7	8	1	7	8	10	13	17	19	14	12	14	7	20	22	30	35	35	0	0	2	0	0	0	0	0	0	0	13	5	12	5	0	0	6	10	9	5	7	51	47	11	17	25	87	51	95	109	77	27	40	2	6	20	83	93	54	54	29	13	10	0	4	12	22	26	37	20	15	0	0	0	0	0	0	9	0	0	0	39	58	5	0	49	48	51	91	54	47	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	0	14	10	8	11	14	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	4	0	4	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	38	46	0	0	10	24	27	83	21	12	2	4	0	1	6	8	3	10	3	3	78	78	63	170	229	176	194	83	46	42	0	0	0	0	0	0	0	0	0	0	137	363	45	181	107	257	363	664	347	173	106	163	11	14	41	111	99	151	123	127	23	28	1	4	4	11	20	29	41	17	1	0	0	0	0	0	4	0	2	3	27	20	12	20	9	23	54	145	33	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_493	0	0	0	1	0	0	0	0	0	0	52	58	55	48	36	55	65	79	189	140	82	106	91	30	55	59	41	106	143	131	23	8	13	6	18	13	28	22	48	72	16	15	62	65	92	24	15	8	10	18	9	5	39	66	41	14	15	5	3	3	1	7	14	14	15	13	3	2	0	1	0	0	4	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	10	11	25	19	7	11	8	11	18	0	0	1	0	0	0	0	0	0	0	8	11	0	98	133	74	27	16	5	7	17	11	45	60	90	24	34	17	9	4	16	58	205	222	144	72	88	30	34	32	73	99	244	264	266	248	63	34	17	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	3	19	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_494	26	34	16	18	37	27	56	51	38	33	14	7	7	13	8	32	23	21	43	31	5	10	2	9	5	0	0	14	15	9	18	5	10	0	6	20	47	42	35	37	23	33	0	7	26	34	56	59	31	55	33	66	9	47	111	139	73	32	19	32	0	22	6	5	63	71	49	14	30	27	49	33	21	26	57	60	35	47	46	34	9	16	12	16	27	29	29	27	0	1	0	39	0	0	0	0	1	0	57	13	18	5	8	8	14	47	31	19	33	20	17	6	10	12	48	20	43	70	54	26	23	0	3	2	26	65	36	35	29	9	11	1	4	21	25	31	10	10	12	3	35	0	30	50	38	117	48	39	30	92	93	6	10	159	149	80	75	73	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	118	0	132	138	99	55	70	51	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0
Seq_495	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	5	0	16	9	11	13	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	5	5	5	22	16	30	12	22	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	51	29	33	66	81	73	52	26	30	10	9	18	14	28	33	26	17	12	5	10	10	0	0	0	0	3	22	6	8	1	1	4	5	14	1	0	1	1	1	146	179	1305	1212	626	454	212	30	22	77	0	0	13	0	0	0	0	0	0	0	6	2	0	0	0	3	9	16	8	4	7	8	0	0	0	9	13	27	27	11	4	5	0	3	0	0	4	8	3	3	3	7	4	11	45	45	29	10	3	3	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	6	3	0	0
Seq_496	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	89	0	174	239	234	144	84	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	94	3	0	7	25	101	165	201	180	4	2	5	1	1	1	5	7	4	3	343	265	18	18	20	39	140	391	178	254	53	44	17	14	25	30	53	28	37	65	2	0	3	1	0	5	4	8	8	8	0	0	97	0	0	0	0	0	0	0	42	56	3	24	20	41	58	102	85	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	40	29	16	8	8	37	72	61	46	0	0	2	0	3	0	0	0	0	0	62	18	34	25	20	65	66	85	92	97
Seq_497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	23	17	21	48	28	29	30	8	35	83	118	369	492	386	252	187	45	59	78	2	10	17	25	30	22	20	5	3	7	16	11	32	25	25	14	6	1	2	10	14	10	8	14	2	5	9	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	1	0	0	130	233	137	509	578	301	276	113	94	132	4	16	24	61	25	33	53	23	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	13	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	6	1	0	0	1	0	0	0	8	7	4	2	0	0	0	1	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	95	55	0	24	65	153	164	138	106	0	0	0	8	5	0	0	0	0	0	0	0	0	23	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	17	13	26	37	56	41	55	27	23	2	10	3	0	4	8	11	5	9	4	21	53	27	10	47	78	131	32	46	29	1	2	0	0	1	3	0	2	0	1	0	0	2	2	1	3	1	0	1	0	0	4	0	7	3	3	0	1	0	3	8	3	6	9	9	8	12	7	0	1	76	53	27	34	69	139	216	188	132	53	0	0	14	0	0	0	0	0	0	0	0	1	2	10	25	1	0	2	0	0	0	5	0	24	28	8	5	1	5	0	0	10	0	6	36	18	7	2	4	3	14	19	113	508	408	159	79	24	10	9	0	0	6	6	16	6	4	4	4	5	50	71	0	44	169	393	178	87	59	43	0	0	0	1	2	5	0	5	0	1
Seq_499	474	424	180	290	562	313	352	317	409	320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	55	121	67	63	43	33	7	22	31	30	15	27	25	19	27	25	27	0	0	0	202	1	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	6	0	0	0	0	0	3	0	1	0	0	0	0	0	0	11	0	106	132	0	297	107	46	19	23	35	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	41	0	0	0	0	0	0	0
Seq_500	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	4	0	0	0	5	4	0	9	11	0	1	0	0	3	2	0	0	1	0	0	4	3	0	6	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	13	0	3	5	0	16	26	4	14	0	0	0	0	0	0	0	0	0	0	14	16	47	51	28	15	18	4	0	3	0	0	10	0	0	0	0	0	1	0	9	8	0	0	2	4	7	11	6	6	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	4	5	0	108	182	68	141	533	654	489	201	95	75	8	7	0	3	4	7	8	6	8	14	203	228	0	28	109	396	428	335	287	203	2	0	0	0	0	2	0	0	0	3
Seq_501	0	0	0	0	0	0	0	0	0	0	134	69	66	88	65	132	126	181	212	218	298	288	154	127	130	160	170	393	390	426	47	23	30	4	22	27	50	62	79	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	13	16	10	4	5	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	202	73	129	205	207	92	56	29	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_502	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	7	6	2	0	0	0	0	0	0	0	0	0	89	88	0	36	89	207	220	139	88	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	3	5	0	0	2	0	24	3	7	17	33	74	20	21	14	7	7	0	0	0	2	8	13	8	3	0	0	3	0	0	0	0	8	3	0	9	9	0	0	4	17	15	27	1	3	53	74	40	63	120	150	138	122	64	26	126	104	27	41	141	227	417	264	144	87	0	0	20	0	0	2	0	5	5	0	25	60	5	20	58	79	62	127	38	17	50	80	4	18	91	96	73	86	41	43	10	10	2	2	10	12	16	29	27	0	0	0	0	0	0	0	8	4	3	2	16	13	11	9	5	7	27	49	8	9	0	0	0	0	0	0	0	0	0	0	13	4	18	13	21	57	27	28	25	16
Seq_503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	4	5	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	89	64	119	111	138	121	137	126	88	150	195	58	219	422	451	375	289	183	101	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	88	94	51	56	16	28	170	265	164	83	0	0	0	0	3	0	0	0	0	0	50	33	48	57	45	141	87	125	129	69
Seq_504	5	15	3	6	10	10	16	10	10	5	44	24	22	25	27	57	52	60	71	71	36	32	24	21	25	18	21	39	43	51	48	44	32	11	43	39	81	61	92	93	88	121	6	0	25	100	165	274	156	173	13	18	4	14	34	51	46	19	7	11	0	11	2	5	22	20	16	12	12	8	34	26	15	12	55	37	25	27	21	29	0	3	1	4	3	6	5	7	0	0	0	5	0	0	0	0	0	0	5	13	37	15	18	24	27	61	37	40	34	3	10	5	4	16	23	13	25	21	18	79	91	5	2	18	112	181	141	177	93	9	10	4	7	30	19	32	10	8	6	0	19	6	22	43	23	45	36	8	17	16	20	0	0	24	25	22	23	12	6	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	19	17	10	9	0	6	6	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
